time,baro_altitude,accl_x,accl_y,accl_z,gps_altitude,gyro_roll,gyro_pitch,gyro_yaw
139.87699999999998,841.71521,-7.175400209,1.263712919,5.47608912,868.0,4.602329254,1.912359595,-2.564321041
139.92899999999997,840.3486328,-6.730228221,-0.339862152,6.71586808,868.0,4.026552677,-1.958280206,-3.367524862
139.981,840.3486328,-6.280269909,-1.033946927,8.008301866,868.0,3.599914551,-2.944182634,-3.730247498
140.02999999999997,838.4072266,-4.513943851,-1.675376984,10.66497073,868.0,1.608402729,-4.943684101,-4.572339058
140.081,836.4329834,-0.631856459,-1.120109092,9.003954327,846.0,-0.712275922,-4.638485909,-4.114275455
140.13,836.4329834,0.009573582,-0.689297903,7.97479409,846.0,-1.652371764,-2.714618206,-2.986160278
140.182,836.4329834,1.182337371,-0.191471636,6.854684925,846.0,-1.98047328,1.38558495,-0.961625099
140.231,834.6411743,-0.966931812,-1.096175133,8.860350573,846.0,-1.863294125,2.310766935,-0.466277182
140.28099999999998,834.6411743,-3.020465159,-0.55526782,5.916473615,846.0,-1.822814107,4.481775761,0.756113827
140.331,831.6848145,-4.695841998,-0.708445099,4.600106162,846.0,-1.72587502,4.471655846,1.657327533
140.38,831.6848145,-5.332485366,-0.55526782,3.771991414,846.0,-1.896317363,3.678033829,2.202210426
140.452,829.4400635,-5.782443678,-0.186684855,4.322472471,846.0,-2.083271265,3.025026798,2.434970617
140.48299999999998,829.4400635,-6.261122859,2.532212454,4.485223567,846.0,-3.647080183,-0.8935498,3.472543478
140.52999999999997,827.3461914,-8.290721881,4.068772155,5.57661128,846.0,-3.120306969,-4.912792683,4.668303013
140.582,825.0112915,-8.15190562,4.332045996,12.41693606,846.0,-1.191645741,-9.974396706,4.984686375
140.63899999999998,825.0112915,-6.222828758,3.503931248,14.87256002,846.0,-0.278714061,-11.32302189,4.829157829
140.682,823.932312,-0.909490296,2.015239173,14.59492633,846.0,2.46221137,-12.79042339,3.648312092
140.732,823.932312,5.49523617,2.589654189,5.921260524,846.0,4.048390388,-9.985049248,2.279979944
140.78099999999998,823.932312,6.184534073,2.742831469,4.145360941,846.0,4.645471096,-6.663554668,1.801676154
140.84199999999998,822.0507813,7.682799673,3.044399118,-0.770673378,846.0,4.904862881,-3.012360811,1.617385387
140.884,820.5638428,8.21413368,2.043959749,2.709323692,846.0,4.445734024,2.905715942,2.858418465
140.92999999999998,820.5638428,6.261122859,0.320714992,4.930394971,846.0,3.402840137,6.280474663,4.20277977
140.988,818.8356934,2.230644512,-3.269378567,11.44521756,846.0,0.62463057,9.077326775,5.448606491
141.03099999999998,818.8356934,0.205832015,-3.939529127,13.79074554,846.0,-1.610826969,8.644296646,4.774826527
