checksum,uptime mp,uptime nav, errorflag mp, errorflag nav,accel x, accel y, accel z, gyro x, gyro y, gyro z, mag x, mag y, mag z, magraw x, magraw y, magraw z, euler x, euler y, euler z, quat w, quat x, quat y, quat z, altitude, pressure, verticalvel,maxrecorded alt,altitudeagl,filteredalt,imutemp, barotemp, state,checksum2
101,445841,445589,0,0,-1.307856,3.004161,-8.812588,202.027584,-39.202953,764.709892,-1.796612,11.773991,-46.740719,-1057.000000,-1458.000000,-3198.000000,104.220204,62.079589,112.412052,-0.045499,0.639271,-0.385804,0.663640,1331.347778,86287.843750,-17.225910,125.338867,100.383057,100.264626,25.250000,27.428381,3,202
101,445962,445791,0,0,-2.330930,1.885571,-7.497542,93.932784,-115.736954,631.756052,-3.086014,11.522263,6.065478,-1268.000000,-1502.000000,415.000000,32.049754,111.795375,-141.029391,-0.395245,0.698653,-0.411383,0.431775,1329.800781,86287.156250,-16.519821,125.338867,98.836060,99.155479,25.250000,27.419035,3,202
101,446138,445924,0,0,0.977387,2.060869,-8.607600,59.732067,-144.707844,572.841518,-21.565403,15.561353,-17.670273,-4292.000000,-796.000000,-1209.000000,32.049754,111.795375,-141.029391,-0.395245,0.698653,-0.411383,0.431775,1327.430908,86332.406250,-15.762953,125.338867,96.466187,96.224907,25.250000,27.405014,3,202
101,446263,446121,0,0,1.818932,1.932906,-9.153082,-103.345065,-60.576210,473.934915,-8.512502,10.589725,-43.583748,-2156.000000,-1665.000000,-2982.000000,52.476634,73.829106,133.259996,0.040715,0.634753,-0.110780,0.763648,1325.558350,86339.914062,-14.768719,125.338867,94.593628,95.003899,25.250000,27.414362,3,202
101,446391,446121,0,0,1.818932,1.932906,-9.153082,-103.345065,-60.576210,473.934915,-8.512502,10.589725,-43.583748,-2156.000000,-1665.000000,-2982.000000,52.476634,73.829106,133.259996,0.040715,0.634753,-0.110780,0.763648,1325.558350,86339.914062,-14.768719,125.338867,94.593628,95.003899,25.250000,27.414362,3,202
101,446518,446258,0,0,0.510294,-0.423698,-9.386299,-103.625608,47.254182,337.839543,5.365374,13.461712,-42.662964,115.000000,-1163.000000,-2919.000000,52.476634,73.829106,133.259996,0.040715,0.634753,-0.110780,0.763648,1323.198975,86376.796875,-14.717793,125.338867,92.234253,92.185463,25.250000,27.419035,3,202
101,446646,446468,0,0,-0.617259,-0.849203,-7.415974,31.830495,-79.431098,109.339902,2.071594,9.760168,-26.556564,-424.000000,-1810.000000,-1817.000000,162.319063,98.057481,126.012236,0.619050,-0.397470,0.524638,-0.428427,1320.915649,86399.023438,-14.581753,125.338867,89.950928,90.405136,25.250000,27.451750,3,202
101,446779,446628,0,0,2.609229,-0.695580,-6.325513,22.912105,-90.155328,-43.990168,1.411616,9.662908,-14.235603,-532.000000,-1827.000000,-974.000000,162.319063,98.057481,126.012236,0.619050,-0.397470,0.524638,-0.428427,1318.750244,86418.968750,-14.836185,125.338867,87.785522,87.984810,25.250000,27.428381,3,202
101,446910,446769,0,0,2.782640,-0.845689,-10.826430,92.036635,50.917940,-116.648457,-3.128789,8.598785,-29.640457,-1275.000000,-2013.000000,-2028.000000,29.382555,74.963573,-163.095137,-0.265477,0.552640,-0.285585,0.736582,1316.529419,86443.789062,-15.238030,125.338867,85.564697,86.000969,25.250000,27.419035,3,202
101,447042,446769,0,0,2.782640,-0.845689,-10.826430,92.036635,50.917940,-116.648457,-3.128789,8.598785,-29.640457,-1275.000000,-2013.000000,-2028.000000,29.382555,74.963573,-163.095137,-0.265477,0.552640,-0.285585,0.736582,1316.529419,86443.789062,-15.238030,125.338867,85.564697,86.000969,25.250000,27.419035,3,202
